CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
-1.3120686264405075,-0.192336096022625,-1.3024200123348646,-1.5230703666417738,-1.5205840106408204,0.11237908221100576,-1.668099017315655,-0.7002815972777195,-1.4643216751515822,-0.9039246763393003,0.522291776870299,-0.733338197077282
-0.8984021850228012,0.27688440601034936,-1.0345786914284747,-1.0639040976035032,-0.9540028587430615,0.11237908221100576,-0.7344877041825753,-0.32932322053560686,-0.7577895521536752,-0.9387299220880069,0.6106580542469843,-0.7171193529099776
0.03234730816703719,1.2408265243172207,-0.2310547287093051,-0.1254326880779154,-0.28118774086447257,1.5595608247603336,0.08928698387602439,0.23025805963469873,0.260931183331679,-0.8691194305905936,0.4810541807611792,-0.7194001278710048
0.2391805288758904,1.3326305355845418,0.02004650964043539,0.11623376931064801,-0.6795651132925844,1.2850596473484324,-0.2127637350787955,0.4377432534057109,0.058282434874914954,-0.9039246763393003,0.669568905831441,-0.6476824263187069
-0.27790252289624234,0.7308042394987703,-0.5156361321723444,-0.4194602112340009,-0.8300632317654266,1.9544572554230686,-0.2951412038846555,0.007054290578003809,-0.4017849940539547,-0.8691194305905936,0.539965032345636,-0.6829077284945706
-0.48473574360509536,0.45539220569680705,-0.7332572054087861,-0.6812655400716112,-0.9805613502382688,2.4841963697267375,-0.4598961414963754,-0.2570177742214662,-0.919360851598933,-0.9039246763393003,0.5105096065534076,-0.7335916165173961
-0.38131913325066874,0.7461049080433237,-0.6997770402954874,-0.6329322485938986,-0.9008858757526466,2.354169496215837,-0.3775186726905154,-0.13441288699314086,-0.9385303278043026,-1.0199421621683222,1.0348161856550728,-0.5817933718890338
-0.07106930218738941,1.001116050452549,-0.3482353066058507,-0.2502936910620065,-0.5290669948197422,1.6847718881412008,0.08928698387602439,0.2931323607774297,-0.5688332867007466,-1.1591631451631486,1.6003603608658585,-0.46978197935858956
0.9630968013568757,1.4346349925482318,0.35484816077342274,0.41428906675654287,0.010955665582809401,0.8227418748652305,0.5286334841739442,0.8998693668047835,0.08292890428181868,-1.1939683909118552,1.877241363312805,-0.382859111399444
0.2391805288758904,1.1235213988089772,-0.09713406825611005,0.0074838634857944675,-0.19265943588044773,1.2995070777385325,0.47371517163670424,0.63894101706245,-0.1662742863879857,-1.1591631451631486,1.8006572562530112,-0.3722154949146507
0.2391805288758904,1.031717387541656,-0.1808344810393569,-0.07709939660020272,-0.11298396139482539,1.400639090469233,0.6110109529798042,0.46289297386280326,-0.1361508237795478,-0.996738665002518,1.2940239326266831,-0.42518015789850333
0.9630968013568757,1.495837666726446,0.3046279131034745,0.3579002266992114,0.32965756352529885,0.9431371281160644,0.7208475780542841,0.8652885011762814,0.2664081765332131,-0.9851369164196155,1.0819448669226381,-0.5224932229023281
0.19031570881527637,2.5056817906669777,1.911675838541814,1.5622047393522192,0.6660651224645933,-0.0633671890609064,1.160194078352204,2.009600781973985,1.101649639767173,-0.9271281735051046,0.8816479715354856,-0.5529035557160235
0.19031570881527637,0.05162371266083774,0.11765882286448821,2.242898594330006,1.5690538333016466,-0.5305007716741417,1.7368363599932237,0.039323261649973275,1.9095061369934616,-0.996738665002518,1.182093314616215,-0.4885350179270352
0.19031570881527637,2.806594938709863,2.4473584803545934,1.9045655539860173,1.285763257352767,-0.33305255634277414,1.544622266112884,2.349122008144732,1.7725813069551077,-1.0083404135854201,1.0937270372395298,-0.5356710337882626
1.9972629049011408,1.1388220673535305,0.5724692340098646,0.5834555869285373,0.3030990720300914,0.6975308114843634,0.7483067343229042,0.8275639204906429,0.7620760612720547,-1.066349156499931,0.869865801218594,-0.7166125140297495
-0.48473574360509536,-0.6360554838146768,-0.7834774530787342,-0.7336266058391333,-0.9894141807366713,2.4697489393366374,-0.6521102353767153,-0.34818551087842614,-0.5085863614838708,-1.1707648937460509,0.8345192902679199,-0.8468701062484109
-1.001818795377228,-0.9012670719202711,-1.135019186768371,-1.2169595206162602,-1.4054972141615882,0.11237908221100576,-1.530803235972555,-0.6028264305064865,-1.2452419470902156,-1.1707648937460509,0.6813510761483321,-0.9097181273967144
-0.27790252289624234,-0.04952985627345888,-0.5825964623989417,-0.5080712456098074,-0.7415349267814018,2.1278264201042694,-0.3226003601532755,-0.21614947847869112,-0.5222788444877062,-1.1591631451631486,0.5458561175040817,-0.965216984781708
-0.07106930218738941,-0.23313787880810102,-0.4988960496156949,-0.41140466265438214,-0.6441537912989744,2.0941157491940356,0.03436867133878441,-0.20671833330728145,-0.4784628988754329,-1.228773636660562,0.61654913940543,-0.9981615119965446
-0.5881523539595219,-0.5187503583064332,-0.8839179484186305,-0.8584876088232244,-1.0956481467175012,2.8116714585690055,-0.4873552977649954,-0.439353247535386,-0.8618524229828243,-1.298384128157975,0.740261927732789,-1.0062709340801967
-1.2086520160860807,-1.0236724202766991,-1.2521997646649163,-1.4384871065557767,0.36415469714015436,0.11237908221100576,0.11925181039909764,-0.8071679092203622,-1.354781811120899,-1.3099858767408772,0.7697173535250174,-1.0100722256819086
0.19031570881527637,-1.3194853454714004,-1.3861204251181114,-1.7123757582628152,-1.6356708071200527,0.11237908221100576,-2.107445517613575,-0.9737848072485992,-1.7053093760190852,-1.414401613986997,0.9817964192290624,-1.0133666784033923
-1.415485236794934,-1.2378817799004482,-1.4028605076747607,-1.732514629711862,-1.5559953326344305,0.11237908221100576,-1.777935642390135,-0.9077667910487317,-1.6779244100114143,-1.3911981168211924,0.9287766528030509,-1.0171679700051044
-1.2086520160860807,-0.829863952045688,-1.2689398472215658,-1.4505704294252049,-1.3258217396759657,0.11237908221100576,-1.036538423137395,-0.6939941671634464,-1.423244226140076,-1.3331893739066816,0.8050638644756916,-1.0169145505649901
-0.5881523539595219,0.00657259505657067,-0.8336977007486822,-0.8101543173455117,-0.8566217232606341,2.768329167398705,-0.13038626627293554,-0.2601614892786028,-0.7084966133398677,-1.3795963682382903,0.9346677379614962,-0.9961341564756315
2.5143459566732735,2.536283127756085,1.426213444398982,1.2278994732980397,0.8962387154230579,0.4085822036823622,0.8856025156660041,1.4343009265179967,1.0770031703602692,-1.2751806309921705,0.816846034792583,-0.9497583989347463
0.19031570881527637,2.3220737681323356,2.1292969117782556,1.6991490652057384,0.36415469714015436,-0.21747311322197369,0.11925181039909764,1.9310079055455713,1.5918405313044803,-1.054747407917029,0.41036115885983127,-0.9340463936476705
1.169930022065729,1.3275303127363571,0.7733502246896569,0.7526221071005317,-0.16610094438524028,0.4808193556328625,0.3638785465622243,0.8432824957763256,0.6306282244352349,-0.590677464600941,-0.4438461891147922,-0.9951204787151752
0.7562635806480229,0.8838109249443054,0.371588243330072,0.42637238962597107,0.09063114006843176,0.7553205330447637,0.9405208282032441,0.4848989792627591,0.4389334623815392,-0.4630582301890166,-0.6382519993434999,-1.014633775603963
0.1357639185214638,0.5930982225977887,0.13722708753698085,0.22095590084569214,-0.5556254863149496,1.073164001626965,0.11674614014464438,0.2931323607774297,-0.13067383057801363,-0.3818459901087013,-0.7501826173539676,-1.026797908729441
0.5494303599391697,0.8277084736142758,0.2711477479901759,0.34178912953997387,-0.4051273678421074,0.9431371281160644,0.19912360895050435,0.4691804039770764,-0.06494991215960369,-0.25422675569677694,-0.8680043205228812,-1.0098188062417945
0.7562635806480229,1.0062162733007334,0.5724692340098646,0.591511135508156,-0.3785688763468999,0.6590043304440966,0.3913377028308443,0.679809312805225,0.14865282270022862,-0.23102325853097266,-0.7973112986215329,-0.9342998130877845
0.9630968013568757,1.3428309812809107,0.8068303898029555,0.7687332042597692,-0.13954245289003284,0.528977456933196,0.47371517163670424,0.931306517376149,0.36225555756006095,-0.28903200144548363,-0.7207271915617393,-0.9216288410820782
0.8596801910024491,1.1184211759607925,0.555729151453215,0.5713722640591091,-0.24577641887086266,0.6830833810942634,0.3089602340249843,0.6703781676338154,0.28831614933934974,-0.2774302528625815,-0.7089450212448477,-0.9097181273967144
0.4460137495847431,0.9399133762743349,0.38832832588672134,0.4424834867852086,-0.4936556728261322,0.9335055078559977,0.2815010777563643,0.5226235599483977,-0.0348264495511658,-0.1614127670335597,-0.8797864908397728,-0.93708742692904
1.9972629049011408,2.143565968445878,1.6605746001920734,1.3930382191802246,0.002102835084406917,-0.0007616573704728048,1.105275765814964,1.4657380770893622,1.10438813636794,-0.37024424152579916,-0.5675589774421516,-0.8820954084242746
1.790429684192288,2.2200693111686456,1.47643369206893,1.2681772161961335,-0.033308486909203024,0.04258063379982737,0.995439140740484,1.2676840284897597,1.2084510071970889,-0.45145648160611446,-0.3436977414212159,-0.801508026467982
0.19031570881527637,0.05162371266083774,0.11765882286448821,2.7342870576867515,1.1883821218703399,-0.9061339618167432,1.6819180474559838,0.039323261649973275,2.4106510149338374,-0.6254827103496474,0.0745693048284274,-0.7016607670630159
2.5143459566732735,2.5923855790861143,1.7944952606452684,1.4816492535560313,0.6040953089757759,-0.289710265172474,1.105275765814964,1.563193243860595,1.6986418987343965,-0.7182966990128651,0.23951968926490624,-0.6869624395363965
1.5835964634834347,2.0109601743930807,0.8235704723596051,0.7888720757088161,0.4181858685093237,0.1292652161404277,0.8306842031287641,0.8778633614048277,1.3262063610300734,-0.8459159334247892,0.5812026284547559,-0.6352648737531147
0.19031570881527637,0.05162371266083774,2.0790766641083076,1.6709546451770727,0.8342689019342405,-0.3426841766028409,0.6933884217856642,1.9435827657741174,1.780796796757409,-0.996738665002518,0.9052123121692678,-0.6274088711095768
0.7562635806480229,0.970514713363442,0.036786592197084696,0.13234486646988555,-0.11298396139482539,0.7264256722645634,0.11674614014464438,0.3151383661773855,0.7620760612720547,-1.0199421621683222,0.8757568863770394,-0.6715038536894348
-0.07106930218738941,0.5420959941159436,-0.33149522404920123,-0.23418259390276894,-0.5910368083085595,1.2465331663081656,-0.3226003601532755,0.06049744654932512,0.37594804056389636,-1.066349156499931,0.8639747160601483,-0.7155988362692931
-0.38131913325066874,0.48089331993772955,-0.6662968751821886,-0.6007100542754235,-1.0867953162190986,1.7521932299616676,-0.7344877041825753,-0.2475866290500566,0.09935988388642117,-1.1011544022486375,0.8639747160601483,-0.7579198827683521
-0.27790252289624234,0.4196906457595155,-0.6662968751821886,-0.5966822799856141,0.36415469714015436,1.7666406603517677,0.11925181039909764,-0.20043090319300835,-0.029349456349631643,-1.2171718880776596,1.0760537817641929,-0.7789536962978246
0.19031570881527637,0.2921850745549029,-0.5323762147289937,-0.44362685697285725,-0.8566217232606341,1.5402975842402002,-0.7070285479139553,-0.09983202136463883,-0.04030344275269997,-1.3099858767408772,1.288132847468237,-0.7827549878995367
-1.001818795377228,-0.5697525867882783,-1.135019186768371,-1.2330706177754978,-1.272704756685551,0.11237908221100576,-1.2012933607491152,-0.5336646992494825,-0.514063354685405,-1.1591631451631486,0.8463014605848115,-0.827356809359623
-0.7949855746683749,0.05247460069023121,-1.0847989390984227,-1.1484873576895005,-1.3523802311711732,0.11237908221100576,-1.3385891420922151,-0.5525269895923017,-0.4702474090731317,-1.2867823795750728,1.0760537817641929,-0.8514316561704651
-0.48473574360509536,0.11367727486844525,-0.7165171228521368,-0.6490433457531362,-0.5910368083085595,2.002615356723402,-0.8717834855256753,-0.10926316653604846,-0.18270526599258818,-1.3911981168211924,1.335261528735803,-0.8400277813653293
0.7562635806480229,1.256127192861774,0.40506840844337094,0.45053903536482737,0.44474436000453116,0.5915829886236296,-0.3500595164218954,0.736396183833683,0.5073958774007162,-1.3679946196553883,1.3175882732604653,-0.8367333286438458
1.790429684192288,1.6233432379310584,0.9574911328127998,0.8935942072438603,0.7900047494422281,0.08592292497012755,0.2815010777563643,1.0476239744902012,1.107126632968707,-1.0083404135854201,0.61654913940543,-0.7913712488634169
1.2733466324201554,1.8222519290102541,0.5892093165665139,0.6035944583775842,0.39162737701411626,0.2737395200414283,0.47371517163670424,0.701815318205181,1.2550054494101293,-0.6834914532641584,0.11580690093754732,-0.737899746999336
2.2040961256099934,2.306773099587782,1.1248919583792938,1.0184552102279514,0.7988575799406306,-0.020024897890606217,1.3524081722325438,1.057055119661611,1.578148048300645,-0.3122354986112882,-0.4143907633225638,-0.7085030919460975
1.6870130738378613,1.8426528204029922,0.7733502246896569,0.7485943328107223,0.29424624153168893,0.3026343808216284,1.434785641038404,0.7395398988908195,1.041402714550297,0.012613461709973272,-0.9092419166320012,-0.7999875098272974
0.8596801910024491,1.2153254100762982,0.48876882122661774,0.5149834240017777,-0.46709718133092476,0.8420051153853639,0.41879685909946424,0.49118640937703223,0.2581926867309119,0.12863094753899526,-1.056519045593143,-0.8354662314432753
0.03234730816703719,0.5981984454459731,-0.13061423336940897,-0.028766105122490043,-0.7769462487750117,1.3284019385187327,-0.1853045788101755,0.13909032297773882,-0.42916996006162544,-0.033793532621635355,-0.8503310650475444,-0.7906109905430746
0.03234730816703719,0.7665057994360618,-0.030173738029512828,0.06387270354312594,-0.7680934182766093,1.1405853434474318,0.19912360895050435,0.27741378549174694,-0.1635357897872186,0.012613461709973272,-0.9210240869488923,-0.8121516429527753
0.5494303599391697,1.1031205074162391,0.13722708753698085,0.22498367513550155,-0.599889638806962,0.9238738875959309,0.41879685909946424,0.346575516748751,0.195207264913269,-0.08020052695324399,-0.832657809572207,-0.8197542261561991
0.34259713923031654,1.205124964379929,0.20418741776357835,0.27734474090302363,-0.5113613338229372,0.789031203954997,0.44625601536808424,0.4974738394913053,0.2116382445178715,-0.18461626419936403,-0.673598510294174,-0.7931451849442158
1.2733466324201554,1.9548577230630513,1.0244514630393973,0.9338719501419542,0.1880122755508591,0.09073873510016091,1.077816609546344,1.0539114046044744,1.0633106873564337,-0.25422675569677694,-0.4850837852239121,-0.7085030919460975
2.30751273596442,2.648488030416144,1.7107948478620216,1.4292881877885093,0.6306538004709833,-0.26081540439227385,1.544622266112884,1.5034626577750008,1.6575644497228903,-0.28903200144548363,-0.4026085930056727,-0.6785995980126304
2.30751273596442,2.6586884761125127,1.6438345176354239,1.3809548963107965,0.6483594614677883,-0.2800786449124073,1.434785641038404,1.481456652375045,1.890336660788092,-0.300633750028386,-0.302460145312096,-0.6236075795078649
2.30751273596442,2.7096907045943577,1.4931737746255798,1.272204990485943,0.6837707834613982,-0.24155216387214046,1.379867328501164,1.3085523242325348,2.4079125183330703,-0.34704074435999466,-0.1434008460340629,-0.5463146502730559
1.169930022065729,1.8069512604657005,0.6226894816798125,0.6358166526960594,0.07292547907162679,0.15334426679059449,0.9405208282032441,0.9564562378332413,1.6904264089320953,-0.4282529844403101,-0.03736131318204042,-0.5541706529165938
0.6528469702935963,1.6743454664129036,0.25440766543352655,0.3176224838011175,-0.29889340186127755,0.38450315303219545,0.5835517967111842,0.5006175545484418,1.449438708064592,-0.416651235857408,0.003876282927079086,-0.5204658673814151
0.9630968013568757,2.265971316802306,0.2711477479901759,0.32970580667054566,-0.13954245289003284,0.37005572264209535,0.5560926404425642,0.5257672750055342,1.446700211463825,-0.5094652245206255,0.2571929447402435,-0.44317293814660635
0.8596801910024491,2.0109601743930807,0.42180849100002027,0.4585945839444462,-0.28118774086447257,0.3267134314717952,0.2815010777563643,0.5666355707483094,1.4330077284599896,-0.4282529844403101,0.1334801564128842,-0.4335429994222695
0.5494303599391697,1.4142341011554938,-0.13061423336940897,-0.024738330832680653,-0.6884179437909869,0.67826757096423,-0.13038626627293554,0.311994651120249,0.904477884511943,-0.6718897046812563,0.5694204581378643,-0.43328957998215534
0.4460137495847431,1.2969289756472502,0.053526674753734,0.1484559636291231,0.36415469714015436,0.5241616468031627,0.11925181039909764,0.5540607105197631,0.7429065850666852,-0.7763054419273762,0.8345192902679199,-0.3985711166865201
0.19031570881527637,0.20548128613576633,-0.6997770402954874,-0.636960022883708,-1.201882112698331,1.5306659639801334,-0.7344877041825753,0.025916580920823096,0.12126785669255781,-0.7182966990128651,0.6990243316236695,-0.41656389693462315
-0.7949855746683749,-0.14133386754077995,-0.9508782786452278,-0.967237514648078,-1.3523802311711732,2.2145110024448695,-1.0639975794060152,-0.20986204836441802,-0.21282872860102606,-0.7879071905102782,0.816846034792583,-0.434303257742612
-1.001818795377228,-0.06993074766619689,-1.1517592693250203,-1.2612650378041634,-1.4320557056567955,2.806855648438972,-1.256211673286355,-0.34818551087842614,-0.3689230348447497,-0.7763054419273762,0.763826268366572,-0.4495084241494594
-1.1052354057316542,-0.3147414443790531,-1.1684993518816695,-1.2733483606735916,-1.1664707907047211,2.753881737008605,-1.146375048211875,-0.3261795054784703,-0.4209544702593242,-0.9155264249222024,1.0819448669226381,-0.43506351606295435
-0.5881523539595219,0.3329868573403789,-0.867177865861981,-0.8423765116639869,-0.927444367247854,1.988167926333302,-0.6795693916453354,-0.09354459125036572,-0.13067383057801363,-0.7763054419273762,0.7932816941588005,-0.43506351606295435
-0.38131913325066874,0.7410046851951393,-0.4988960496156949,-0.4154324369441915,-0.7769462487750117,1.169480204227632,-0.7070285479139553,0.26169521020606423,0.2362847139247752,-0.6834914532641584,0.6342223948807669,-0.4104818303718839
0.2391805288758904,1.235726301469036,-0.13061423336940897,-0.032793879412299436,-0.5467726558165471,0.6734517608341967,-0.2951412038846555,0.5351984201769439,0.5977662652260299,-0.4398547330232123,0.22773751894801514,-0.38488646692035705
0.8596801910024491,1.8120514833138852,0.25440766543352655,0.31359470951130813,-0.26348207986766764,0.3170818112117285,0.14420529641326438,0.7929830548621408,0.9537708233257505,-0.1614127670335597,-0.1846384421431824,-0.36942788107339536
0.8596801910024491,1.6641450207165345,0.22092750032022768,0.2854002894826424,-0.3962745373437049,0.45674030498269574,0.2815010777563643,0.7332524687765464,0.6990906394544119,0.1170291989560933,-0.6441430845019456,-0.4492550047093453
0.03234730816703719,0.9756149362116264,-0.31475514149255196,-0.2059881738741032,-0.8212104012670242,1.3091386979985993,-0.13038626627293554,0.2554077800917911,-0.07316540196190494,0.3374624220312349,-1.0506279604346973,-0.6170186740648975
-0.17448591254181578,0.5981984454459731,-0.31475514149255196,-0.2100159481639126,-0.909738706251049,1.4054549005992663,-0.1853045788101755,0.14537775309201192,-0.3689230348447497,0.3606659191970392,-1.1213209823360455,-0.6666888843272664
-0.07106930218738941,0.8583098107033829,-0.1975745635960065,-0.10126604233905907,-0.8300632317654266,1.2946912676084992,-0.048008797467075565,0.21139576929187945,-0.2922451300232714,0.41867466211155024,-1.1920140042373937,-0.6897500533776522
1.0665134117113022,1.8783543803402836,0.42180849100002027,0.4585945839444462,-0.31659906285808254,0.7793995836949303,0.5560926404425642,0.6357973020053135,0.2527156935293777,0.4534799078602569,-1.2273605151880678,-0.692030828338679
0.9630968013568757,1.7763499233765936,0.43854857355666954,0.4827612296833025,-0.22807075787405767,0.6301094696638965,0.5286334841739442,0.7049590332623175,0.5457348298114554,0.3490641706141373,-1.0859744713853714,-0.6464153291181364
0.5494303599391697,1.9803588373039738,0.47202873866996814,0.49887232684254007,-0.4051273678421074,0.5626881278434295,0.3364193902936043,0.7143901784337271,0.6990906394544119,0.16343619328770193,-0.7384004470370761,-0.49157605120840464
2.7211791773821257,0.05162371266083774,1.8781956734285152,1.5340103193235533,0.4890085124965436,-0.28489445504244065,1.324949015963924,1.7266664268316956,1.8930751573888591,0.012613461709973272,-0.4438461891147922,-0.3838727891599007
0.19031570881527637,0.05162371266083774,2.2966977373447492,1.8119267453204013,1.0555896643943026,-0.631632784404842,1.7642955162618437,2.072475083116716,2.459943953747645,-0.08020052695324399,-0.1846384421431824,-0.26273829678534777
1.4801798531290082,2.3985771108551033,0.8905308025862023,0.8412331414763382,0.09948397056683425,-0.1356043410114067,1.022898297009104,1.1765162918327996,1.7561503273505052,-0.18461626419936403,0.021549538402416375,-0.23486215837279376
0.1357639185214638,1.1949245186835602,-0.06365390314281144,0.0356782835144602,-0.5290669948197422,0.5386090771932628,0.3364193902936043,0.4503181136342571,1.139988592177912,-0.23102325853097266,0.1040247306206558,-0.22954035013039711
0.2391805288758904,1.3224300898881727,-0.09713406825611005,0.0074838634857944675,-0.4759500118293273,0.5819513683635629,0.2815010777563643,0.5446295653483535,0.937339843721148,-0.416651235857408,0.392687903384494,-0.23638267501347865
-0.17448591254181578,0.7614055765878773,-0.33149522404920123,-0.23821036819257835,-0.9008858757526466,0.8323734951252972,-0.2676820476160355,0.3245695113487952,0.666228680245207,-0.4050494872745056,0.3219948814831461,-0.27439559103059774
-0.17448591254181578,0.7614055765878773,-0.4151956368324481,-0.31473807969895673,-0.8831802147558415,0.9527687483761311,-0.4324369852277554,0.311994651120249,0.45810293858690876,-0.4978634759377233,0.4574898401273965,-0.2921349518385866
-0.17448591254181578,0.6849022338651097,-0.39845555427579876,-0.30668253111933796,-0.8654745537590366,0.8949790268157308,-0.5697327665708554,0.3843000974343896,0.38964052356773177,-0.5674739674351365,0.7108065019405606,-0.22447196132811456
-0.8984021850228012,-0.059730301969827884,-0.8336977007486822,-0.7940432201862742,0.36415469714015436,1.5210343437200669,0.11925181039909764,0.13594660792060229,0.03911295866954538,-0.6602879560983541,0.8404103754263657,-0.2576699079830652
0.19031570881527637,-0.059730301969827884,-0.9006580309752797,-0.8866820288518902,-1.2372934346919409,1.6269821665808004,-1.036538423137395,0.07621602183500786,0.017204985863408736,-0.6950932018470606,0.9523409934368339,-0.22700615572925584
-1.001818795377228,-0.0750309705143814,-0.917398113531929,-0.9189042231703652,-1.0425311637270862,1.6558770273610006,-0.9541609543315352,0.06364116160646167,0.008989496061107494,-0.7415001961786695,1.0701626966057476,-0.2209240891665169
-0.5881523539595219,0.34318730303674794,-0.4988960496156949,-0.4073768883645727,-0.599889638806962,1.049084950976798,-0.7894060167198153,0.4408869684628475,0.20889974791710442,-0.7995089390931804,1.252786336517563,-0.19558214515510416
0.2391805288758904,1.143922290201715,0.053526674753734,0.14040041504950435,0.19686510604926158,0.4085822036823622,-0.5422736103022354,0.8369950656620525,0.6251512312337008,-0.8111106876760826,1.2351130810422264,-0.21433518372354948
0.19031570881527637,0.05162371266083774,2.765420048930931,2.0938709456070588,1.3654387318383896,-0.7712912781758093,0.14420529641326438,0.039323261649973275,1.8437822185750519,-0.6834914532641584,0.8639747160601483,-0.2728750743899129
0.19031570881527637,0.05162371266083774,0.11765882286448821,0.03226827151423413,2.410072730649883,-1.3251094431296448,1.105275765814964,0.039323261649973275,0.044332884678214994,-0.4050494872745056,0.29843054084936305,-0.296696501760641
0.19031570881527637,0.05162371266083774,2.882600626827477,2.170398657113437,1.666434968784074,-0.9157655820768099,1.324949015963924,2.572325777201427,2.6461617225998064,-0.10340402411904871,-0.2140938679354108,-0.3177303152901135
2.30751273596442,2.418978002247841,1.7944952606452684,1.4856770278458407,1.0024726814038878,-0.4919742906338748,1.270030703426684,1.8398401688886115,2.1669248174655675,0.17503794187060429,-0.632360914185054,-0.36638684779202585
1.169930022065729,1.7355481405911175,0.7900903072463061,0.7606776556801504,-0.04216131740760551,0.09073873510016091,0.6933884217856642,1.0664862648330204,1.411099755653853,0.4302764106944526,-0.8915686611566639,-0.3402846454602708
0.9630968013568757,1.669245243564719,0.9240109676995012,0.8653997872151946,-0.30774623235968007,0.08592292497012755,0.2815010777563643,1.2173845875755749,1.0879571567633375,0.5810991422721813,-1.0034992791671318,-0.29162811295835844
0.9630968013568757,1.5825414551455825,1.007711380482748,0.9298441758521448,-0.41398019834050986,0.12444940601039438,0.0618278276074044,1.2110971574613016,0.7018291360551789,0.6507096337695942,-1.1331031526529367,-0.37753730315704737
0.5494303599391697,1.1592229587462686,0.45528865611331887,0.4908167782629213,-0.46709718133092476,0.5482406974533295,-0.13038626627293554,0.8275639204906429,0.3567785643585268,0.7087183766841052,-1.1979050893958394,-0.382859111399444
0.34259713923031654,1.164323181594453,0.35484816077342274,0.4102612924667335,-0.5556254863149496,0.6638201405741299,-0.2676820476160355,0.7269650386622734,0.1678222989055982,0.7087183766841052,-1.168449663603611,-0.3544761341066618
0.8596801910024491,1.8120514833138852,0.9072708851428519,0.8452609157661476,-0.4405386898357173,0.21594979848102808,0.03436867133878441,1.195378582175619,0.6717056734467411,0.6391078851866923,-1.056519045593143,-0.28123791591367925
0.19031570881527637,0.05162371266083774,0.11765882286448821,2.698037089078467,0.9582085289118752,-0.8724232909065097,1.4622447973070238,0.039323261649973275,2.2901571645000858,0.4882851536089636,-0.8149845540968702,-0.17733594546688705
0.19031570881527637,0.05162371266083774,0.11765882286448821,0.03226827151423413,1.754963273768099,-1.3010303924794782,2.1487237040225238,0.039323261649973275,0.044332884678214994,0.24464843336801725,-0.3967175078472269,-0.04074286724537268
0.19031570881527637,0.05162371266083774,0.11765882286448821,2.5852594089638044,1.0113255119022901,-1.190266759488711,1.544622266112884,0.039323261649973275,2.698193158014381,0.0010117131270713203,0.19828209315578674,0.1769444318126627
